<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
POLY;D;20131106;000000;305.0100000;312.4900000;298.1000000;299.9500000;32958
POLY;D;20131107;000000;300.0000000;316.0000000;298.1500000;306.1100000;19730
POLY;D;20131108;000000;304.0000000;309.0900000;291.5200000;294.0000000;36641
POLY;D;20131111;000000;298.1600000;301.4500000;293.4600000;295.3500000;17140
POLY;D;20131112;000000;296.3600000;297.0000000;276.8100000;282.7100000;56986
POLY;D;20131113;000000;284.0000000;287.0000000;271.1400000;286.5800000;88017
POLY;D;20131114;000000;285.0000000;293.5000000;277.0600000;287.3500000;39805
POLY;D;20131115;000000;290.3000000;299.5000000;289.5000000;296.5500000;33244
POLY;D;20131118;000000;294.9000000;297.0200000;286.2000000;289.1900000;16430
POLY;D;20131119;000000;292.4600000;298.7500000;283.3900000;298.7500000;16345
POLY;D;20131120;000000;296.2000000;296.2000000;288.0000000;290.6200000;19715
POLY;D;20131121;000000;288.2000000;288.5300000;275.0100000;277.1400000;40695
POLY;D;20131122;000000;279.2000000;281.5900000;265.9900000;280.7700000;63928
POLY;D;20131125;000000;276.6700000;282.9000000;272.0000000;272.1500000;33509
POLY;D;20131126;000000;273.0300000;282.0000000;267.4900000;271.6000000;37179
POLY;D;20131127;000000;270.0800000;285.0000000;269.2700000;282.1700000;33573
POLY;D;20131128;000000;283.1700000;294.3300000;282.8400000;293.0000000;37476
POLY;D;20131129;000000;294.5000000;296.4000000;276.1300000;291.0300000;34817
POLY;D;20131202;000000;291.0300000;295.1700000;282.5000000;282.5000000;28440
POLY;D;20131203;000000;280.0000000;282.0000000;257.5200000;265.0000000;189486
POLY;D;20131204;000000;271.9900000;279.4000000;264.0900000;270.0100000;37863
POLY;D;20131205;000000;270.7900000;281.2400000;263.0100000;264.7400000;35038
POLY;D;20131206;000000;268.2000000;269.4000000;257.5100000;267.0400000;48043
POLY;D;20131209;000000;267.1400000;268.3000000;258.3000000;267.4900000;23841
POLY;D;20131210;000000;266.9200000;279.8800000;263.7000000;278.5900000;51144
POLY;D;20131211;000000;275.4700000;284.5000000;267.0000000;272.5600000;22748
POLY;D;20131212;000000;269.7000000;269.9900000;259.1000000;260.0100000;72395
POLY;D;20131213;000000;262.6000000;267.4000000;261.4300000;263.6100000;19085
POLY;D;20131216;000000;263.6100000;276.4600000;263.6100000;276.2900000;92630
POLY;D;20131217;000000;274.5000000;275.4700000;266.3000000;268.2800000;17881
POLY;D;20131218;000000;270.9200000;280.1100000;270.5400000;279.6900000;36635
POLY;D;20131219;000000;279.0000000;286.0000000;272.0000000;276.5700000;59327
POLY;D;20131220;000000;276.5000000;276.8000000;255.2100000;261.0000000;288860
POLY;D;20131223;000000;264.0500000;273.5000000;258.0000000;270.5000000;124505
POLY;D;20131224;000000;268.7000000;283.6000000;266.7500000;280.0000000;108854
POLY;D;20131225;000000;278.3300000;280.3300000;275.0000000;275.2800000;8443
POLY;D;20131226;000000;274.8700000;278.0000000;274.0200000;277.2200000;8507
POLY;D;20131227;000000;278.4900000;309.4000000;278.4900000;306.0000000;106385
POLY;D;20131230;000000;308.4400000;317.9700000;294.8900000;309.2600000;65184
POLY;D;20140106;000000;311.4200000;322.0100000;299.2100000;308.2500000;65185
POLY;D;20140108;000000;307.7900000;315.5200000;300.1200000;308.0300000;26250
POLY;D;20140109;000000;310.0300000;310.0300000;297.7300000;298.1600000;32197
POLY;D;20140110;000000;297.9100000;298.9000000;288.5000000;294.9800000;43732
POLY;D;20140113;000000;295.0000000;296.0000000;287.0000000;294.3400000;47010
POLY;D;20140114;000000;292.0100000;295.2600000;286.0100000;293.0000000;69732
POLY;D;20140115;000000;292.2100000;296.0000000;279.6700000;282.4800000;82782
POLY;D;20140116;000000;281.5100000;300.0000000;281.5100000;295.0000000;112863
POLY;D;20140117;000000;294.4000000;305.0000000;288.0100000;298.1000000;39065
POLY;D;20140120;000000;298.4600000;315.4500000;298.4600000;313.9000000;38886
POLY;D;20140121;000000;315.9900000;328.0900000;315.9900000;316.5000000;85318
POLY;D;20140122;000000;317.0000000;321.9300000;311.1300000;313.0900000;42389
POLY;D;20140123;000000;313.3200000;323.9700000;310.2000000;312.5000000;81981
POLY;D;20140124;000000;320.5000000;339.1500000;320.2200000;339.1500000;50973
POLY;D;20140127;000000;339.1500000;349.8000000;333.1500000;343.9300000;48078
POLY;D;20140128;000000;345.2000000;346.0000000;336.0000000;341.8200000;43769
POLY;D;20140129;000000;341.8000000;360.8000000;332.7400000;352.4000000;121224
POLY;D;20140130;000000;351.6400000;355.1000000;337.5000000;341.7300000;41332
POLY;D;20140131;000000;338.1100000;342.4500000;330.4700000;333.8500000;56544
POLY;D;20140203;000000;335.2500000;345.0700000;330.2200000;334.6100000;32139
POLY;D;20140204;000000;336.5100000;342.0000000;317.4000000;332.4400000;16974
POLY;D;20140205;000000;331.6200000;362.6000000;321.0000000;337.4600000;35385
POLY;D;20140206;000000;334.7000000;338.9300000;330.0900000;336.3500000;24697
POLY;D;20140207;000000;334.0100000;338.4600000;331.0500000;338.3700000;29211
POLY;D;20140210;000000;336.3000000;344.2300000;336.3000000;342.8800000;11787
POLY;D;20140211;000000;342.8800000;359.9800000;342.0100000;351.5100000;32724
POLY;D;20140212;000000;356.0000000;372.3300000;356.0000000;367.0000000;39043
POLY;D;20140213;000000;368.0000000;369.6500000;359.0000000;365.0000000;43965
POLY;D;20140214;000000;368.0600000;386.7800000;368.0600000;385.9900000;41890
POLY;D;20140217;000000;385.0000000;407.0000000;385.0000000;401.5000000;42820
POLY;D;20140218;000000;399.0000000;413.6500000;377.9200000;392.8900000;73980
POLY;D;20140219;000000;392.0000000;401.0000000;390.3600000;392.0500000;40404
POLY;D;20140220;000000;390.1100000;391.8300000;377.7700000;379.0000000;31663
POLY;D;20140221;000000;381.0000000;392.1400000;381.0000000;388.1300000;10592
POLY;D;20140224;000000;389.9900000;391.9900000;382.5300000;387.6900000;12351
POLY;D;20140225;000000;389.9800000;389.9800000;382.3000000;384.4400000;17736
POLY;D;20140226;000000;387.9800000;392.0000000;385.5000000;387.0700000;10522
POLY;D;20140227;000000;386.9400000;389.3500000;378.4900000;386.5900000;10700
POLY;D;20140228;000000;389.3900000;392.1300000;380.0600000;381.2200000;10799
POLY;D;20140303;000000;385.0000000;385.0000000;340.0000000;340.0000000;99914
POLY;D;20140304;000000;341.0000000;360.0000000;332.5100000;343.9100000;116671
POLY;D;20140305;000000;350.0000000;350.0000000;331.1100000;344.8000000;33879
POLY;D;20140306;000000;347.9800000;357.0100000;341.1100000;357.0100000;21638
POLY;D;20140307;000000;359.7400000;364.9900000;347.5500000;347.7200000;16230
POLY;D;20140311;000000;345.3000000;345.3000000;330.6500000;340.0000000;20604
POLY;D;20140312;000000;336.6300000;348.5000000;328.6700000;330.0700000;30028
POLY;D;20140313;000000;346.1800000;346.1800000;331.0800000;341.0000000;50780
POLY;D;20140314;000000;341.0000000;348.9900000;330.0100000;346.1100000;17442
POLY;D;20140317;000000;344.8500000;484.3400000;335.2000000;365.0000000;192789
POLY;D;20140318;000000;369.9900000;379.9800000;350.0500000;378.8700000;28702
POLY;D;20140319;000000;379.1400000;382.9000000;360.8300000;362.3400000;28222
POLY;D;20140320;000000;365.2000000;367.9200000;355.0200000;365.0100000;15325
POLY;D;20140321;000000;355.0500000;380.0000000;354.0000000;377.8500000;23693
POLY;D;20140324;000000;381.4900000;382.9900000;366.7500000;366.7500000;8845
POLY;D;20140325;000000;365.0200000;365.4200000;345.1200000;346.3000000;51860
POLY;D;20140326;000000;346.0100000;359.9000000;336.1300000;358.1300000;27896
POLY;D;20140327;000000;353.1200000;357.0400000;344.7300000;354.6500000;13035
POLY;D;20140328;000000;357.9800000;365.0100000;355.8700000;360.0000000;23090
POLY;D;20140331;000000;362.8100000;372.0400000;354.3900000;366.7100000;13629
POLY;D;20140401;000000;361.1800000;372.0000000;359.5100000;369.7400000;13007
POLY;D;20140402;000000;372.4600000;379.0000000;359.1200000;375.7500000;21294
POLY;D;20140403;000000;377.4800000;379.8900000;356.6000000;358.3700000;26207
POLY;D;20140404;000000;358.1100000;368.8900000;354.9800000;366.6000000;16272
POLY;D;20140407;000000;363.9600000;369.9800000;361.1500000;366.1700000;28022
POLY;D;20140408;000000;368.1000000;379.0000000;368.0000000;372.0300000;18606
POLY;D;20140409;000000;374.2800000;381.0000000;360.9700000;366.3500000;14464
POLY;D;20140410;000000;366.0400000;369.9400000;364.8700000;366.5000000;16590
POLY;D;20140411;000000;364.0000000;370.5000000;363.3000000;369.8500000;12085
POLY;D;20140414;000000;369.0000000;374.0000000;365.0300000;374.0000000;6296
POLY;D;20140415;000000;374.1000000;381.0000000;366.2600000;366.4100000;11391
POLY;D;20140416;000000;371.7900000;376.5600000;365.0000000;372.9800000;10305
POLY;D;20140417;000000;374.9200000;375.0000000;361.0300000;365.3500000;17421
POLY;D;20140418;000000;370.9900000;389.9500000;370.9900000;377.1100000;12908
POLY;D;20140421;000000;376.8800000;378.3700000;370.0000000;370.2000000;3084
POLY;D;20140422;000000;370.0000000;377.4900000;364.3700000;368.0000000;6428
POLY;D;20140423;000000;369.9400000;370.2100000;362.7100000;365.0000000;13201
POLY;D;20140424;000000;365.0000000;371.9700000;351.0300000;354.9700000;22707
POLY;D;20140425;000000;351.9900000;371.0000000;350.9800000;350.9800000;28865
POLY;D;20140428;000000;352.0600000;356.9900000;351.0000000;355.0000000;10095
POLY;D;20140429;000000;357.9600000;368.0000000;342.0000000;352.4900000;9892
POLY;D;20140430;000000;355.8600000;355.8600000;335.0600000;335.0600000;13996
POLY;D;20140502;000000;337.7600000;338.9900000;328.7900000;334.9600000;14554
POLY;D;20140505;000000;330.1900000;337.9800000;327.0100000;329.0800000;5840
POLY;D;20140506;000000;332.3800000;334.9800000;330.0000000;334.0000000;4977
POLY;D;20140507;000000;333.9900000;355.0000000;329.8000000;350.0000000;13500
POLY;D;20140508;000000;348.0000000;356.9900000;337.1200000;346.1200000;10620
POLY;D;20140512;000000;347.0000000;347.0000000;335.5600000;342.0600000;8954
POLY;D;20140513;000000;341.2100000;348.0000000;330.0300000;333.0000000;37132
POLY;D;20140514;000000;335.5600000;335.9900000;330.0300000;334.0000000;15361
POLY;D;20140515;000000;331.0300000;340.3800000;331.0000000;331.6800000;15815
POLY;D;20140516;000000;333.0000000;334.9600000;321.4700000;327.9900000;13349
POLY;D;20140519;000000;327.7600000;339.9000000;327.2500000;328.0000000;25563
POLY;D;20140520;000000;330.2200000;335.7400000;326.2600000;327.0100000;38279
POLY;D;20140521;000000;330.5000000;330.5000000;320.8000000;329.8500000;32665
POLY;D;20140522;000000;326.8100000;329.8000000;299.5200000;302.8200000;101809
POLY;D;20140523;000000;303.0000000;309.7200000;289.4600000;295.9900000;99053
POLY;D;20140526;000000;298.4900000;303.4000000;293.7500000;301.0000000;18282
POLY;D;20140527;000000;300.0400000;307.1800000;290.1000000;301.2800000;94047
POLY;D;20140528;000000;299.9900000;306.0700000;297.9100000;302.9300000;22722
POLY;D;20140529;000000;305.0900000;307.0000000;301.2100000;306.2500000;14244
POLY;D;20140530;000000;307.0200000;311.0000000;305.2500000;309.0200000;29351
POLY;D;20140602;000000;309.0200000;314.6800000;308.4100000;312.9500000;29990
POLY;D;20140603;000000;310.5700000;311.0100000;305.5500000;309.0000000;14983
POLY;D;20140604;000000;311.5900000;311.8800000;306.2000000;309.0300000;10843
POLY;D;20140605;000000;310.8700000;312.1600000;302.6100000;306.7800000;36353
POLY;D;20140606;000000;305.2300000;316.2700000;303.2000000;315.3300000;34473
POLY;D;20140609;000000;316.4000000;318.5000000;310.5200000;314.7900000;31130
POLY;D;20140610;000000;314.7900000;317.0000000;310.5300000;316.4900000;25635
POLY;D;20140611;000000;316.4900000;319.4400000;310.9100000;314.5900000;22918
POLY;D;20140616;000000;313.7100000;334.7700000;303.0600000;324.0000000;254583
POLY;D;20140617;000000;320.0100000;334.7500000;310.5100000;311.5000000;44680
POLY;D;20140618;000000;311.5000000;313.0000000;307.0000000;308.0000000;18296
POLY;D;20140619;000000;311.2000000;329.0000000;309.8000000;323.5000000;64959
POLY;D;20140620;000000;327.8900000;336.2100000;325.0100000;327.9100000;30169
POLY;D;20140623;000000;328.5000000;338.5000000;328.0000000;330.5100000;10461
POLY;D;20140624;000000;330.4900000;334.7700000;326.4400000;327.9000000;30466
POLY;D;20140625;000000;327.0100000;328.5900000;316.9700000;317.9900000;23531
POLY;D;20140626;000000;320.0100000;328.3700000;314.1300000;325.2000000;35618
POLY;D;20140627;000000;323.2700000;331.0000000;323.2700000;324.1900000;14059
POLY;D;20140630;000000;325.9500000;330.3700000;323.6000000;328.1200000;19442
POLY;D;20140701;000000;330.0000000;353.1400000;327.7900000;347.1500000;76383
POLY;D;20140702;000000;348.5000000;351.9900000;342.4100000;348.5000000;23360
POLY;D;20140703;000000;346.8200000;354.0000000;343.4700000;344.0000000;17979
POLY;D;20140704;000000;345.6200000;349.2000000;341.0000000;342.9800000;24822
POLY;D;20140707;000000;341.0100000;343.2000000;338.8900000;340.0000000;12880
POLY;D;20140708;000000;339.0100000;344.5800000;335.1000000;338.2000000;12190
POLY;D;20140709;000000;342.2100000;342.2100000;328.6800000;335.0000000;14767
POLY;D;20140710;000000;336.8800000;338.6900000;333.0000000;334.5300000;28725
POLY;D;20140711;000000;335.0000000;336.0000000;329.3000000;331.0000000;6316
POLY;D;20140714;000000;332.7700000;335.5000000;318.0000000;324.1100000;9937
POLY;D;20140715;000000;329.2100000;334.9100000;323.0100000;326.7500000;14010
POLY;D;20140716;000000;325.3900000;329.0000000;320.0000000;327.0000000;18376
POLY;D;20140717;000000;321.2000000;331.7500000;321.2000000;327.0000000;10865
POLY;D;20140718;000000;326.4700000;326.4700000;312.5000000;319.0000000;21130
POLY;D;20140721;000000;318.8000000;320.9000000;315.5000000;320.8700000;7729
POLY;D;20140722;000000;322.5000000;330.0400000;318.8000000;323.5000000;15470
POLY;D;20140723;000000;320.1000000;329.0000000;318.5000000;323.1600000;23520
POLY;D;20140724;000000;326.5900000;329.2000000;319.8700000;322.0000000;8257
POLY;D;20140725;000000;319.9000000;322.5000000;316.7500000;316.7500000;5418
POLY;D;20140728;000000;317.3100000;327.7900000;316.1000000;319.8600000;9885
POLY;D;20140729;000000;320.1700000;325.0000000;319.5000000;319.5000000;4564
POLY;D;20140730;000000;323.8200000;323.9400000;318.0000000;318.9200000;7213
POLY;D;20140731;000000;322.0200000;322.9900000;306.1100000;308.9500000;43215
POLY;D;20140801;000000;309.0000000;309.9700000;295.0000000;306.7500000;25003
POLY;D;20140804;000000;310.0000000;312.0000000;306.1100000;312.0000000;16624
POLY;D;20140805;000000;312.0000000;313.0000000;306.0000000;310.6000000;4801
POLY;D;20140806;000000;305.7200000;316.9900000;305.7200000;315.0000000;5293
POLY;D;20140807;000000;315.0000000;331.0000000;314.0200000;329.7700000;44167
POLY;D;20140808;000000;322.1100000;327.0000000;315.5600000;327.0000000;30030
POLY;D;20140811;000000;327.9100000;327.9100000;316.7700000;322.6600000;12437
POLY;D;20140812;000000;325.0000000;327.0000000;319.0000000;321.7000000;5468
POLY;D;20140813;000000;325.9900000;328.9800000;320.5100000;323.2100000;15599
POLY;D;20140814;000000;325.0000000;331.8400000;310.0000000;331.8400000;38416
POLY;D;20140815;000000;331.0000000;334.0200000;328.2300000;333.0000000;28175
POLY;D;20140818;000000;328.5900000;330.0000000;326.2000000;326.2000000;3914
POLY;D;20140819;000000;333.8600000;333.8600000;319.8600000;322.0200000;33190
POLY;D;20140820;000000;323.2900000;325.7800000;319.1100000;320.5000000;18839
POLY;D;20140821;000000;320.1000000;328.7100000;317.1100000;318.1500000;29368
POLY;D;20140822;000000;325.1000000;326.5900000;307.3500000;315.5600000;23120
POLY;D;20140825;000000;313.0600000;319.5000000;313.0600000;317.5000000;24774
POLY;D;20140826;000000;318.9800000;322.0000000;304.8100000;310.0000000;64492
POLY;D;20140827;000000;306.3400000;327.2700000;305.0100000;324.5000000;49027
POLY;D;20140828;000000;328.5000000;328.5000000;321.0100000;326.2600000;23116
POLY;D;20140829;000000;322.6700000;330.4700000;322.6700000;326.8900000;12742
POLY;D;20140901;000000;327.9900000;340.8600000;314.0200000;325.0000000;54580
POLY;D;20140902;000000;322.1200000;337.8700000;318.5900000;329.9000000;11458
POLY;D;20140903;000000;327.5100000;337.9400000;318.8800000;335.5700000;47653
POLY;D;20140904;000000;334.9900000;337.8600000;320.0000000;326.0000000;52506
POLY;D;20140905;000000;323.9100000;325.9000000;314.3200000;317.0000000;49114
POLY;D;20140908;000000;317.0000000;325.4500000;308.1600000;311.3600000;83556
POLY;D;20140909;000000;313.8400000;315.5000000;305.4500000;308.6000000;56858
POLY;D;20140910;000000;312.8500000;315.6900000;309.2100000;315.4900000;23478
POLY;D;20140911;000000;317.9800000;319.0800000;307.5000000;310.4800000;79982
POLY;D;20140912;000000;309.0400000;313.9300000;309.0300000;312.2000000;30185
POLY;D;20140915;000000;313.9900000;324.0000000;302.5600000;324.0000000;195950
POLY;D;20140916;000000;317.5000000;319.0000000;313.0000000;316.0100000;39910
POLY;D;20140917;000000;317.5000000;320.0000000;310.2000000;315.5800000;46617
POLY;D;20140918;000000;314.4800000;319.0000000;300.0000000;302.4900000;146729
POLY;D;20140919;000000;303.0000000;308.0000000;295.1100000;303.5000000;76886
POLY;D;20140922;000000;301.1100000;308.5000000;296.7400000;300.0000000;38080
POLY;D;20140923;000000;307.4600000;307.9600000;296.8800000;306.5000000;29817
POLY;D;20140924;000000;307.8800000;310.5000000;305.4900000;309.0100000;39652
POLY;D;20140925;000000;308.5100000;310.0000000;297.4900000;299.0000000;72914
POLY;D;20140926;000000;301.0000000;314.0000000;298.4500000;306.4100000;58475
POLY;D;20140929;000000;305.0300000;320.0000000;302.0500000;315.1600000;118656
POLY;D;20140930;000000;313.9900000;330.0000000;313.9900000;329.0000000;80577
POLY;D;20141001;000000;325.0000000;330.0000000;316.0000000;320.0000000;20513
POLY;D;20141002;000000;323.0000000;323.0000000;307.0000000;310.5000000;85281
POLY;D;20141003;000000;318.0000000;322.0000000;306.0000000;309.0000000;41946
POLY;D;20141006;000000;312.0000000;326.0000000;307.0000000;314.5000000;28218
POLY;D;20141007;000000;314.5000000;318.0000000;310.0000000;312.0000000;27215
POLY;D;20141008;000000;314.5000000;316.5000000;306.0000000;308.0000000;16924
POLY;D;20141009;000000;311.5000000;322.0000000;310.0000000;312.0000000;19637
POLY;D;20141010;000000;312.0000000;313.5000000;306.5000000;306.5000000;21765
POLY;D;20141013;000000;309.0000000;319.0000000;306.0000000;316.0000000;17528
POLY;D;20141014;000000;318.0000000;327.5000000;314.5000000;322.0000000;72961
POLY;D;20141015;000000;327.5000000;328.0000000;311.5000000;317.0000000;17240
POLY;D;20141016;000000;318.0000000;320.0000000;305.0000000;309.5000000;76512
POLY;D;20141017;000000;314.0000000;323.0000000;311.0000000;319.5000000;26133
POLY;D;20141020;000000;324.0000000;324.0000000;311.0000000;315.0000000;26191
POLY;D;20141021;000000;312.5000000;321.5000000;309.0000000;316.0000000;14484
POLY;D;20141022;000000;317.0000000;318.0000000;306.0000000;308.0000000;50344
POLY;D;20141023;000000;307.0000000;309.5000000;299.0000000;309.0000000;64702
POLY;D;20141024;000000;309.5000000;315.0000000;308.5000000;315.0000000;10119
POLY;D;20141027;000000;312.0000000;323.0000000;312.0000000;322.0000000;73117
POLY;D;20141028;000000;322.0000000;334.0000000;318.5000000;320.5000000;73586
POLY;D;20141029;000000;325.5000000;346.0000000;321.0000000;340.0000000;90618
POLY;D;20141030;000000;335.5000000;351.0000000;322.5000000;351.0000000;594861
POLY;D;20141031;000000;349.5000000;373.5000000;345.0000000;360.0000000;338492
POLY;D;20141103;000000;358.0000000;371.5000000;356.0000000;370.0000000;55138
